Response_ID,Age,Gender,Area_Type,Travel_Time,Lighting_Importance,Police_Importance,Hospital_Importance,Crowd_Importance,Crime_Importance,Accident_Importance,Road_Importance
29,36,1,2,Evening,0.6666666666666666,0.9999999999999999,0.0,0.5,1.0,0.33333333333333337,0.33333333333333337
30,56,0,2,Night,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.5,1.0,0.9999999999999999,0.33333333333333337
31,24,1,2,Evening,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.25,1.0,0.6666666666666666,0.6666666666666666
32,59,0,2,Afternoon,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.5,1.0,0.0,0.6666666666666666
33,28,1,2,Afternoon,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.5,0.5,0.6666666666666666,0.33333333333333337
34,56,1,2,Morning,0.0,0.33333333333333337,0.33333333333333337,0.75,1.0,0.0,0.6666666666666666
35,37,1,2,Afternoon,0.0,0.0,0.33333333333333337,1.0,1.0,0.9999999999999999,0.9999999999999999
36,43,0,0,Afternoon,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.75,0.5,0.33333333333333337,0.6666666666666666
37,29,0,1,Evening,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.25,1.0,0.33333333333333337,0.9999999999999999
38,29,0,2,Afternoon,0.9999999999999999,0.6666666666666666,0.33333333333333337,1.0,1.0,0.9999999999999999,0.0
39,21,0,2,Morning,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.75,1.0,0.33333333333333337,0.0
40,57,0,2,Afternoon,0.33333333333333337,0.0,0.9999999999999999,0.75,0.5,0.6666666666666666,0.6666666666666666
41,49,0,2,Morning,0.33333333333333337,0.9999999999999999,0.33333333333333337,1.0,0.5,0.0,0.9999999999999999
42,41,0,2,Morning,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,1.0,0.9999999999999999,0.9999999999999999
43,35,0,0,Morning,0.0,0.33333333333333337,0.9999999999999999,0.5,1.0,0.0,0.0
44,45,1,1,Afternoon,0.0,0.9999999999999999,0.33333333333333337,0.75,0.5,0.9999999999999999,0.9999999999999999
45,21,1,2,Evening,0.9999999999999999,0.6666666666666666,0.0,0.75,0.5,0.0,0.0
46,37,0,1,Afternoon,0.0,0.0,0.9999999999999999,0.75,0.5,0.6666666666666666,0.9999999999999999
47,34,0,2,Evening,0.9999999999999999,0.33333333333333337,0.9999999999999999,1.0,0.5,0.0,0.0
48,20,1,2,Afternoon,0.9999999999999999,0.0,0.9999999999999999,0.75,0.5,0.33333333333333337,0.9999999999999999
49,32,0,1,Evening,0.9999999999999999,0.0,0.6666666666666666,0.25,1.0,0.0,0.33333333333333337
50,23,0,2,Evening,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.6666666666666666,0.33333333333333337
51,34,1,1,Evening,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.75,0.5,0.33333333333333337,0.9999999999999999
52,49,0,2,Evening,0.0,0.33333333333333337,0.6666666666666666,0.75,1.0,0.9999999999999999,0.9999999999999999
53,24,1,2,Night,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.5,1.0,0.33333333333333337,0.0
54,25,1,2,Afternoon,0.6666666666666666,0.6666666666666666,0.9999999999999999,1.0,1.0,0.33333333333333337,0.6666666666666666
55,27,1,2,Morning,0.33333333333333337,0.33333333333333337,0.0,0.5,1.0,0.9999999999999999,0.0
56,55,0,0,Night,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.75,1.0,0.6666666666666666,0.9999999999999999
57,44,1,2,Night,0.6666666666666666,0.0,0.9999999999999999,0.75,1.0,0.33333333333333337,0.6666666666666666
58,34,0,1,Night,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.5,0.33333333333333337,0.6666666666666666
59,44,1,2,Morning,0.6666666666666666,0.0,0.33333333333333337,0.75,1.0,0.0,0.9999999999999999
60,19,0,2,Night,0.9999999999999999,0.33333333333333337,0.0,0.25,1.0,0.9999999999999999,0.33333333333333337
61,28,0,2,Morning,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.75,1.0,0.9999999999999999,0.9999999999999999
62,58,0,2,Evening,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,0.6666666666666666
63,23,0,2,Night,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.25,1.0,0.9999999999999999,0.6666666666666666
64,35,1,2,Night,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.0,0.0
65,39,0,2,Evening,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.5,0.5,0.0,0.9999999999999999
66,29,0,2,Afternoon,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.75,1.0,0.9999999999999999,0.33333333333333337
67,40,0,2,Evening,0.9999999999999999,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.0
68,41,1,2,Afternoon,0.9999999999999999,0.33333333333333337,0.9999999999999999,1.0,0.5,0.33333333333333337,0.9999999999999999
69,52,0,0,Morning,0.6666666666666666,0.33333333333333337,0.33333333333333337,1.0,1.0,0.9999999999999999,0.9999999999999999
70,40,1,2,Afternoon,0.0,0.6666666666666666,0.9999999999999999,1.0,0.5,0.9999999999999999,0.33333333333333337
71,39,1,2,Evening,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,0.0,0.0,0.9999999999999999
72,52,0,1,Morning,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.5,1.0,0.0,0.9999999999999999
73,55,0,2,Afternoon,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.5,0.0,0.33333333333333337,0.6666666666666666
74,27,0,2,Evening,0.6666666666666666,0.33333333333333337,0.33333333333333337,1.0,0.5,0.6666666666666666,0.6666666666666666
75,36,1,2,Afternoon,0.0,0.33333333333333337,0.0,0.75,0.0,0.33333333333333337,0.9999999999999999
76,51,1,2,Evening,0.6666666666666666,0.0,0.33333333333333337,0.5,1.0,0.33333333333333337,0.9999999999999999
77,36,0,0,Morning,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.5,1.0,0.0,0.0
78,46,1,2,Morning,0.0,0.33333333333333337,0.33333333333333337,0.5,1.0,0.33333333333333337,0.33333333333333337
79,53,0,1,Morning,0.0,0.0,0.9999999999999999,0.25,1.0,0.6666666666666666,0.9999999999999999
80,56,0,2,Afternoon,0.0,0.9999999999999999,0.9999999999999999,0.25,1.0,0.0,0.9999999999999999
81,21,0,0,Night,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.25,1.0,0.6666666666666666,0.9999999999999999
82,26,0,2,Evening,0.9999999999999999,0.0,0.6666666666666666,0.5,1.0,0.33333333333333337,0.0
83,25,0,0,Night,0.9999999999999999,0.0,0.0,0.75,1.0,0.0,0.9999999999999999
84,18,1,0,Afternoon,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.0,0.9999999999999999,0.33333333333333337
85,34,0,0,Morning,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.5,1.0,0.33333333333333337,0.33333333333333337
86,31,1,2,Evening,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.5,0.0,0.0,0.9999999999999999
87,34,0,2,Evening,0.33333333333333337,0.9999999999999999,0.0,0.5,0.5,0.6666666666666666,0.33333333333333337
88,55,1,0,Morning,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.5,0.5,0.33333333333333337,0.9999999999999999
89,20,1,2,Evening,0.0,0.6666666666666666,0.33333333333333337,1.0,0.0,0.9999999999999999,0.6666666666666666
90,55,0,0,Morning,0.9999999999999999,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.33333333333333337
91,18,0,2,Afternoon,0.9999999999999999,0.6666666666666666,0.9999999999999999,1.0,0.5,0.0,0.9999999999999999
92,45,1,2,Morning,0.33333333333333337,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.9999999999999999
93,54,1,2,Evening,0.0,0.9999999999999999,0.33333333333333337,0.5,0.5,0.6666666666666666,0.6666666666666666
94,54,1,2,Afternoon,0.33333333333333337,0.9999999999999999,0.9999999999999999,1.0,1.0,0.33333333333333337,0.6666666666666666
95,31,1,2,Evening,0.6666666666666666,0.33333333333333337,0.6666666666666666,1.0,0.0,0.9999999999999999,0.0
96,37,0,2,Night,0.6666666666666666,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.33333333333333337
97,38,1,2,Afternoon,0.33333333333333337,0.0,0.33333333333333337,0.5,1.0,0.0,0.0
98,49,0,0,Morning,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.25,0.5,0.0,0.9999999999999999
99,35,0,1,Afternoon,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.25,1.0,0.6666666666666666,0.9999999999999999
100,57,0,1,Evening,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,0.9999999999999999
101,38,0,2,Evening,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.25,0.0,0.33333333333333337,0.33333333333333337
102,41,1,0,Night,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.5,0.5,0.9999999999999999,0.9999999999999999
103,26,0,2,Morning,0.9999999999999999,0.9999999999999999,0.6666666666666666,1.0,1.0,0.9999999999999999,0.6666666666666666
104,49,0,2,Evening,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.5,1.0,0.6666666666666666,0.6666666666666666
105,23,1,0,Afternoon,0.0,0.6666666666666666,0.9999999999999999,0.25,0.0,0.6666666666666666,0.0
106,24,1,0,Evening,0.33333333333333337,0.0,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999
107,27,0,2,Night,0.9999999999999999,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.33333333333333337
108,20,0,2,Evening,0.9999999999999999,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
109,23,1,2,Evening,0.33333333333333337,0.9999999999999999,0.0,1.0,1.0,0.9999999999999999,0.0
110,51,0,0,Evening,0.6666666666666666,0.0,0.33333333333333337,0.5,0.0,0.9999999999999999,0.9999999999999999
111,22,0,2,Afternoon,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.5,1.0,0.0,0.6666666666666666
112,45,1,0,Evening,0.0,0.33333333333333337,0.9999999999999999,0.5,0.5,0.6666666666666666,0.33333333333333337
113,39,1,2,Afternoon,0.0,0.9999999999999999,0.33333333333333337,0.5,1.0,0.6666666666666666,0.9999999999999999
114,34,0,0,Night,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.75,1.0,0.6666666666666666,0.0
115,20,1,1,Evening,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.75,0.5,0.33333333333333337,0.6666666666666666
116,32,1,2,Night,0.9999999999999999,0.33333333333333337,0.33333333333333337,1.0,1.0,0.33333333333333337,0.0
117,48,1,2,Afternoon,0.33333333333333337,0.0,0.9999999999999999,1.0,1.0,0.0,0.9999999999999999
118,43,1,2,Morning,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.75,1.0,0.6666666666666666,0.6666666666666666
119,44,0,0,Afternoon,0.6666666666666666,0.0,0.9999999999999999,0.5,0.0,0.33333333333333337,0.6666666666666666
120,23,1,1,Evening,0.33333333333333337,0.0,0.0,0.75,1.0,0.6666666666666666,0.9999999999999999
121,24,1,2,Afternoon,0.6666666666666666,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.9999999999999999
122,49,0,1,Night,0.6666666666666666,0.0,0.9999999999999999,0.0,1.0,0.33333333333333337,0.9999999999999999
123,29,0,1,Evening,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.75,0.0,0.0,0.33333333333333337
124,58,1,0,Evening,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.75,0.0,0.9999999999999999,0.9999999999999999
125,32,1,2,Evening,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.5,1.0,0.0,0.6666666666666666
126,46,0,1,Morning,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666
127,29,0,2,Evening,0.9999999999999999,0.9999999999999999,0.0,0.25,1.0,0.33333333333333337,0.33333333333333337
128,23,1,1,Afternoon,0.0,0.9999999999999999,0.0,0.75,0.0,0.9999999999999999,0.9999999999999999
129,19,0,0,Morning,0.6666666666666666,0.6666666666666666,0.9999999999999999,1.0,1.0,0.33333333333333337,0.0
130,52,0,2,Afternoon,0.9999999999999999,0.0,0.9999999999999999,1.0,1.0,0.0,0.9999999999999999
131,21,1,1,Morning,0.6666666666666666,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.33333333333333337
132,31,1,2,Night,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.25,1.0,0.6666666666666666,0.6666666666666666
133,24,0,2,Evening,0.9999999999999999,0.9999999999999999,0.0,0.5,1.0,0.33333333333333337,0.6666666666666666
134,19,1,2,Afternoon,0.9999999999999999,0.33333333333333337,0.0,1.0,1.0,0.9999999999999999,0.6666666666666666
135,43,0,0,Afternoon,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.5,0.0,0.0,0.9999999999999999
136,39,0,2,Evening,0.0,0.6666666666666666,0.0,1.0,0.5,0.6666666666666666,0.0
137,39,1,0,Morning,0.0,0.33333333333333337,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666
138,36,0,1,Afternoon,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.9999999999999999
139,58,0,2,Night,0.6666666666666666,0.0,0.6666666666666666,0.5,1.0,0.33333333333333337,0.33333333333333337
140,33,1,2,Morning,0.6666666666666666,0.6666666666666666,0.33333333333333337,1.0,0.5,0.0,0.9999999999999999
141,59,1,1,Night,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.0,1.0,0.9999999999999999,0.9999999999999999
142,34,1,0,Afternoon,0.6666666666666666,0.0,0.33333333333333337,1.0,1.0,0.33333333333333337,0.6666666666666666
143,44,0,0,Evening,0.33333333333333337,0.0,0.9999999999999999,0.75,0.5,0.6666666666666666,0.6666666666666666
144,42,0,2,Afternoon,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.75,1.0,0.9999999999999999,0.6666666666666666
145,46,1,2,Morning,0.33333333333333337,0.0,0.9999999999999999,1.0,1.0,0.6666666666666666,0.6666666666666666
146,24,1,0,Afternoon,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.25,0.5,0.9999999999999999,0.9999999999999999
147,54,0,2,Morning,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.75,1.0,0.33333333333333337,0.9999999999999999
148,42,1,2,Night,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.75,1.0,0.9999999999999999,0.33333333333333337
149,34,1,0,Evening,0.0,0.9999999999999999,0.9999999999999999,0.75,0.5,0.0,0.0
150,53,0,2,Night,0.9999999999999999,0.9999999999999999,0.6666666666666666,1.0,1.0,0.0,0.33333333333333337
151,59,0,2,Night,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.75,1.0,0.33333333333333337,0.9999999999999999
152,38,0,0,Evening,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,1.0,0.6666666666666666,0.33333333333333337
153,50,1,2,Afternoon,0.6666666666666666,0.0,0.9999999999999999,0.75,0.5,0.9999999999999999,0.33333333333333337
154,19,0,2,Evening,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5,1.0,0.0,0.9999999999999999
155,22,1,2,Afternoon,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.5,1.0,0.33333333333333337,0.6666666666666666
156,28,1,2,Evening,0.9999999999999999,0.33333333333333337,0.33333333333333337,1.0,1.0,0.0,0.9999999999999999
157,45,1,2,Evening,0.9999999999999999,0.33333333333333337,0.33333333333333337,1.0,1.0,0.6666666666666666,0.9999999999999999
158,57,0,1,Night,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.25,0.5,0.33333333333333337,0.9999999999999999
159,40,0,2,Night,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.75,0.5,0.33333333333333337,0.33333333333333337
160,47,0,2,Afternoon,0.33333333333333337,0.0,0.33333333333333337,0.25,1.0,0.9999999999999999,0.6666666666666666
161,43,0,2,Morning,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.5,1.0,0.33333333333333337,0.9999999999999999
162,39,1,2,Morning,0.9999999999999999,0.0,0.9999999999999999,1.0,0.0,0.0,0.33333333333333337
163,59,1,0,Morning,0.9999999999999999,0.6666666666666666,0.9999999999999999,1.0,0.0,0.33333333333333337,0.6666666666666666
164,22,1,1,Afternoon,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.75,0.0,0.9999999999999999,0.9999999999999999
165,32,1,0,Evening,0.33333333333333337,0.33333333333333337,0.0,0.25,0.0,0.6666666666666666,0.6666666666666666
166,33,0,0,Afternoon,0.9999999999999999,0.0,0.0,0.75,0.5,0.33333333333333337,0.0
167,27,0,2,Evening,0.33333333333333337,0.33333333333333337,0.0,0.5,1.0,0.9999999999999999,0.9999999999999999
168,45,0,2,Morning,0.0,0.6666666666666666,0.9999999999999999,0.5,1.0,0.0,0.6666666666666666
169,27,0,2,Afternoon,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.9999999999999999,0.6666666666666666
170,39,0,2,Morning,0.9999999999999999,0.9999999999999999,0.0,0.75,1.0,0.6666666666666666,0.0
171,58,0,2,Morning,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.75,1.0,0.33333333333333337,0.33333333333333337
172,21,1,1,Morning,0.0,0.33333333333333337,0.6666666666666666,0.5,1.0,0.0,0.33333333333333337
173,56,0,0,Afternoon,0.6666666666666666,0.9999999999999999,0.9999999999999999,1.0,0.5,0.9999999999999999,0.9999999999999999
174,50,1,2,Night,0.6666666666666666,0.0,0.33333333333333337,0.5,1.0,0.33333333333333337,0.33333333333333337
175,52,1,2,Afternoon,0.0,0.9999999999999999,0.9999999999999999,1.0,0.5,0.9999999999999999,0.9999999999999999
176,31,1,1,Afternoon,0.0,0.0,0.9999999999999999,0.75,0.5,0.33333333333333337,0.33333333333333337
177,59,0,2,Night,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.5,1.0,0.33333333333333337,0.9999999999999999
178,18,1,2,Evening,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5,0.5,0.33333333333333337,0.9999999999999999
179,34,0,0,Night,0.9999999999999999,0.0,0.6666666666666666,0.25,1.0,0.33333333333333337,0.0
180,18,1,1,Afternoon,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.0,0.0,0.9999999999999999,0.9999999999999999
181,39,1,0,Morning,0.33333333333333337,0.33333333333333337,0.0,0.5,0.0,0.0,0.9999999999999999
182,18,1,0,Morning,0.6666666666666666,0.0,0.33333333333333337,0.5,0.0,0.0,0.0
183,45,0,0,Night,0.9999999999999999,0.0,0.9999999999999999,0.25,1.0,0.9999999999999999,0.6666666666666666
184,38,1,0,Afternoon,0.33333333333333337,0.0,0.0,0.75,0.5,0.33333333333333337,0.0
185,18,0,2,Night,0.6666666666666666,0.9999999999999999,0.0,0.5,1.0,0.33333333333333337,0.6666666666666666
186,49,1,2,Afternoon,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.75,0.5,0.9999999999999999,0.9999999999999999
187,54,0,1,Morning,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.25,1.0,0.6666666666666666,0.9999999999999999
188,40,1,2,Night,0.6666666666666666,0.0,0.9999999999999999,0.5,1.0,0.9999999999999999,0.6666666666666666
189,28,1,2,Night,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
190,41,0,2,Afternoon,0.33333333333333337,0.6666666666666666,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999
191,27,1,2,Evening,0.0,0.0,0.9999999999999999,0.5,0.0,0.6666666666666666,0.33333333333333337
192,21,1,0,Evening,0.9999999999999999,0.0,0.0,0.5,1.0,0.0,0.9999999999999999
193,24,0,2,Evening,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.5,1.0,0.9999999999999999,0.33333333333333337
194,59,1,0,Afternoon,0.0,0.0,0.9999999999999999,0.5,1.0,0.6666666666666666,0.9999999999999999
195,39,1,0,Afternoon,0.0,0.9999999999999999,0.0,0.5,0.5,0.9999999999999999,0.6666666666666666
196,44,1,2,Afternoon,0.33333333333333337,0.6666666666666666,0.9999999999999999,1.0,0.5,0.6666666666666666,0.9999999999999999
197,28,1,2,Afternoon,0.9999999999999999,0.0,0.0,1.0,1.0,0.33333333333333337,0.0
198,25,1,2,Afternoon,0.9999999999999999,0.33333333333333337,0.0,0.75,0.0,0.0,0.9999999999999999
199,54,0,2,Evening,0.33333333333333337,0.0,0.9999999999999999,0.75,0.5,0.0,0.9999999999999999
200,22,1,2,Night,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.75,0.5,0.33333333333333337,0.33333333333333337
201,40,0,2,Afternoon,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666
202,28,1,2,Morning,0.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.9999999999999999,0.9999999999999999
203,25,1,2,Morning,0.6666666666666666,0.9999999999999999,0.6666666666666666,1.0,1.0,0.9999999999999999,0.6666666666666666
204,50,1,2,Night,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.5,1.0,0.0,0.33333333333333337
205,35,0,0,Afternoon,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.5,0.0,0.6666666666666666,0.33333333333333337
206,57,0,0,Morning,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.5,1.0,0.0,0.6666666666666666
207,56,1,2,Afternoon,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.5,0.0,0.9999999999999999,0.33333333333333337
208,59,1,0,Night,0.9999999999999999,0.0,0.33333333333333337,0.25,1.0,0.9999999999999999,0.9999999999999999
209,51,1,1,Morning,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.75,1.0,0.33333333333333337,0.6666666666666666
210,28,0,1,Evening,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.25,1.0,0.9999999999999999,0.9999999999999999
211,51,0,1,Evening,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.75,1.0,0.9999999999999999,0.9999999999999999
212,54,0,2,Evening,0.9999999999999999,0.0,0.33333333333333337,1.0,0.0,0.9999999999999999,0.9999999999999999
213,25,1,2,Night,0.6666666666666666,0.0,0.0,0.5,1.0,0.6666666666666666,0.9999999999999999
214,22,0,2,Night,0.6666666666666666,0.6666666666666666,0.0,0.5,1.0,0.9999999999999999,0.9999999999999999
215,56,0,1,Evening,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.0,0.5,0.0,0.9999999999999999
216,19,1,2,Morning,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.75,0.0,0.0,0.0
217,41,0,0,Afternoon,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.5,1.0,0.33333333333333337,0.33333333333333337
218,19,0,2,Evening,0.9999999999999999,0.0,0.6666666666666666,0.5,1.0,0.9999999999999999,0.33333333333333337
219,40,0,2,Evening,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.5,1.0,0.0,0.0
220,58,1,2,Afternoon,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.75,0.0,0.6666666666666666,0.9999999999999999
221,26,0,1,Evening,0.0,0.9999999999999999,0.9999999999999999,0.75,1.0,0.0,0.9999999999999999
222,21,1,2,Night,0.33333333333333337,0.0,0.0,0.5,1.0,0.33333333333333337,0.33333333333333337
223,49,0,2,Afternoon,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.5,1.0,0.9999999999999999,0.9999999999999999
224,46,1,2,Morning,0.0,0.9999999999999999,0.6666666666666666,0.75,0.5,0.33333333333333337,0.33333333333333337
225,47,1,0,Afternoon,0.9999999999999999,0.0,0.33333333333333337,1.0,0.5,0.33333333333333337,0.9999999999999999
226,30,1,2,Night,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.25,1.0,0.0,0.33333333333333337
227,18,1,2,Morning,0.6666666666666666,0.0,0.9999999999999999,0.75,0.5,0.33333333333333337,0.33333333333333337
228,28,1,2,Morning,0.9999999999999999,0.0,0.33333333333333337,0.5,0.5,0.0,0.9999999999999999
